"i","j","value"
13,87,4.3587802455710563
14,87,4.3643396433574164
15,87,4.3698990411437775
16,87,4.3754584389301385
17,87,4.3810178367164996
18,87,4.3865772345028606
19,87,4.3921366322892217
20,87,4.3976960300755819
21,87,4.4032554278619429
22,87,4.408814825648304
23,87,4.414374223434665
24,87,4.4199336212210261
25,87,4.4254930190073862
26,87,4.4310524167937473
27,87,4.4366118145801083
28,87,4.4421712123664694
29,87,4.4477306101528304
30,87,4.4532900079391906
31,87,4.4588494057255526
32,87,4.4644088035119127
33,87,4.4699682012982738
34,87,4.4755275990846348
35,87,4.481086996870995
36,87,4.486646394657356
37,87,4.492205792443718
38,87,4.4977651902300781
39,87,4.5033245880164392
40,87,4.5088839858027994
41,87,4.5144433835891604
42,87,4.5200027813755224
43,87,4.5255621791618825
44,87,4.5311215769482436
45,87,4.5366809747346037
46,87,4.5422403725209648
47,87,4.5477997703073267
48,87,4.5533591680936869
49,87,4.558918565880048
50,87,4.5644779636664081
51,87,4.5700373614527701
52,87,4.5755967592391311
53,87,4.5811561570254913
54,87,4.5867155548118523
55,87,4.5922749525982125
56,87,4.5978343503845744
57,87,4.6033937481709355
58,87,4.6089531459572957
59,87,4.6145125437436567
60,87,4.6200719415300169
61,87,4.6256313393163788
62,87,4.6311907371027399
63,87,4.6367501348891
64,87,4.6423095326754611
65,87,4.6478689304618213
66,87,4.6534283282481832
67,87,4.6589877260345443
68,87,4.6645471238209044
69,87,4.6701065216072655
70,87,4.6756659193936256
71,87,4.6812253171799876
72,87,4.6867847149663486
73,87,4.6923441127527088
74,87,4.6979035105390698
75,87,4.7034629083254309
76,87,4.709022306111792
77,87,4.714581703898153
78,87,4.7201411016845132
79,87,4.7257004994708742
80,87,4.7312598972572353
81,87,4.7368192950435963
82,87,4.7423786928299574
83,87,4.7479380906163176
84,87,4.7534974884026786
85,87,4.7590568861890397
86,87,4.7646162839754007
87,87,4.7701756817617618
88,87,4.7757350795481219
89,87,4.7812944773344839
90,87,4.786853875120844
91,87,4.7924132729072051
92,87,4.7979726706935661
93,87,4.8035320684799263
94,87,4.8090914662662883
95,87,4.8146508640526484
96,87,4.8202102618390095
97,87,4.8257696596253705
98,87,4.8313290574117307
99,87,4.8368884551980926
100,87,4.8424478529844528
101,87,4.8480072507708138
102,87,4.8535666485571749
103,87,4.8591260463435351
104,87,4.864685444129897
105,87,4.8702448419162572
106,87,4.8758042397026182
107,87,4.8813636374889793
108,87,4.8869230352753394
109,87,4.8924824330617014
110,87,4.8980418308480616
111,87,4.9036012286344226
112,87,4.9091606264207837
113,87,4.9147200242071438
114,87,4.9202794219935058
115,87,4.9258388197798659
116,87,4.931398217566227
117,87,4.936957615352588
118,87,4.9425170131389491
119,87,4.9480764109253101
120,87,4.9536358087116703
121,87,4.9591952064980314
122,87,4.9647546042843924
123,87,4.9703140020707535
124,87,4.9758733998571145
125,87,4.9814327976434747
126,87,4.9869921954298357
127,87,4.9925515932161977
128,87,4.9981109910025578
129,87,5.0036703887889189
130,87,5.0092297865752791
131,87,5.0147891843616401
132,87,5.0203485821480021
133,87,5.0259079799343622
134,87,5.0314673777207233
135,87,5.0370267755070834
136,87,5.0425861732934445
137,87,5.0481455710798064
138,87,5.0537049688661666
139,87,5.0592643666525277
140,87,5.0648237644388878
141,87,5.0703831622252489
142,87,5.0759425600116108
143,87,5.081501957797971
144,87,5.087061355584332
145,87,5.0926207533706922
146,87,5.0981801511570533
147,87,5.1037395489434152
148,87,5.1092989467297754
149,87,5.1148583445161364
150,87,5.1204177423024966
151,87,5.1259771400888576
152,87,5.1315365378752196
153,87,5.1370959356615797
154,87,5.1426553334479408
155,87,5.148214731234301
156,87,5.153774129020662
157,87,5.159333526807024
158,87,5.1648929245933841
159,87,5.1704523223797452
160,87,5.1760117201661053
161,87,5.1815711179524673
162,87,5.1871305157388283
163,87,5.1926899135251885
164,87,5.1982493113115495
165,87,5.2038087090979097
166,87,5.2093681068842717
167,87,5.2149275046706327
168,87,5.2204869024569929
169,87,5.2260463002433539
170,87,5.2316056980297159
171,87,5.237165095816076
172,87,5.2427244936024371
173,87,5.2482838913887973
174,87,5.2538432891751583
175,87,5.2594026869615202
176,87,5.2649620847478804
177,87,5.2705214825342415
178,87,5.2760808803206016
179,87,5.2816402781069627
180,87,5.2871996758933246
181,87,5.2927590736796848
182,87,5.2983184714660458
183,87,5.303877869252406
184,87,5.3094372670387671
185,87,5.314996664825129
186,87,5.3205560626114892
187,87,5.3261154603978502
188,87,5.3316748581842104
189,87,5.3372342559705714
190,87,5.3427936537569334
191,87,5.3483530515432935
192,87,5.3539124493296546
193,87,5.3594718471160148
194,87,5.3650312449023758
195,87,5.3705906426887378
196,87,5.3761500404750979
197,87,5.381709438261459
198,87,5.3872688360478191
199,87,5.3928282338341811
200,87,5.3983876316205421
201,87,5.4039470294069023
202,87,5.4095064271932634
203,87,5.4150658249796244
204,87,5.4206252227659846
205,87,5.4261846205523465
206,87,5.4317440183387067
207,87,5.4373034161250677
208,87,5.4428628139114288
209,87,5.4484222116977898
210,87,5.4539816094841509
211,87,5.4595410072705111
212,87,5.4651004050568721
213,87,5.4706598028432332
214,87,5.4762192006295942
215,87,0
216,87,0
217,87,0
218,87,0
219,87,0
220,87,0
221,87,0
222,87,0
223,87,0
224,87,0
225,87,0
226,87,0
227,87,0
228,87,0
229,87,0
230,87,0
231,87,0
232,87,0
233,87,0
234,87,0
235,87,0
236,87,0
237,87,0
238,87,0
239,87,0
240,87,0
241,87,0
242,87,0
243,87,0
244,87,0
245,87,0
246,87,0
247,87,0
248,87,0
249,87,0
250,87,0
251,87,0
252,87,0
253,87,0
1,88,4.2920674721347254
2,88,4.2976268699210864
3,88,4.3031862677074475
4,88,4.3087456654938077
5,88,4.3143050632801687
6,88,4.3198644610665298
7,88,4.3254238588528908
8,88,4.3309832566392519
9,88,4.336542654425612
10,88,4.3421020522119731
11,88,4.3476614499983341
12,88,4.3532208477846952
13,88,4.3587802455710563
14,88,4.3643396433574164
15,88,4.3698990411437775
16,88,4.3754584389301385
17,88,4.3810178367164996
18,88,4.3865772345028606
19,88,4.3921366322892217
20,88,4.3976960300755819
21,88,4.4032554278619429
22,88,4.408814825648304
23,88,4.414374223434665
24,88,4.4199336212210261
25,88,4.4254930190073862
26,88,4.4310524167937473
27,88,4.4366118145801083
28,88,4.4421712123664694
29,88,4.4477306101528304
30,88,4.4532900079391906
31,88,4.4588494057255526
32,88,4.4644088035119127
33,88,4.4699682012982738
34,88,4.4755275990846348
35,88,4.481086996870995
36,88,4.486646394657356
37,88,4.492205792443718
38,88,4.4977651902300781
39,88,4.5033245880164392
40,88,4.5088839858027994
41,88,4.5144433835891604
42,88,4.5200027813755224
43,88,4.5255621791618825
44,88,4.5311215769482436
45,88,4.5366809747346037
46,88,4.5422403725209648
47,88,4.5477997703073267
48,88,4.5533591680936869
49,88,4.558918565880048
50,88,4.5644779636664081
51,88,4.5700373614527701
52,88,4.5755967592391311
53,88,4.5811561570254913
54,88,4.5867155548118523
55,88,4.5922749525982125
56,88,4.5978343503845744
57,88,4.6033937481709355
58,88,4.6089531459572957
59,88,4.6145125437436567
60,88,4.6200719415300169
61,88,4.6256313393163788
62,88,4.6311907371027399
63,88,4.6367501348891
64,88,4.6423095326754611
65,88,4.6478689304618213
66,88,4.6534283282481832
67,88,4.6589877260345443
68,88,4.6645471238209044
69,88,4.6701065216072655
70,88,4.6756659193936256
71,88,4.6812253171799876
72,88,4.6867847149663486
73,88,4.6923441127527088
74,88,4.6979035105390698
75,88,4.7034629083254309
76,88,4.709022306111792
77,88,4.714581703898153
78,88,4.7201411016845132
79,88,4.7257004994708742
80,88,4.7312598972572353
81,88,4.7368192950435963
82,88,4.7423786928299574
83,88,4.7479380906163176
84,88,4.7534974884026786
85,88,4.7590568861890397
86,88,4.7646162839754007
87,88,4.7701756817617618
88,88,4.7757350795481219
89,88,4.7812944773344839
90,88,4.786853875120844
91,88,4.7924132729072051
92,88,4.7979726706935661
93,88,4.8035320684799263
94,88,4.8090914662662883
95,88,4.8146508640526484
96,88,4.8202102618390095
97,88,4.8257696596253705
98,88,4.8313290574117307
99,88,4.8368884551980926
100,88,4.8424478529844528
101,88,4.8480072507708138
102,88,4.8535666485571749
103,88,4.8591260463435351
104,88,4.864685444129897
105,88,4.8702448419162572
106,88,4.8758042397026182
107,88,4.8813636374889793
108,88,4.8869230352753394
109,88,4.8924824330617014
110,88,4.8980418308480616
111,88,4.9036012286344226
112,88,4.9091606264207837
113,88,4.9147200242071438
114,88,4.9202794219935058
115,88,4.9258388197798659
116,88,4.931398217566227
117,88,4.936957615352588
118,88,4.9425170131389491
119,88,4.9480764109253101
120,88,4.9536358087116703
121,88,4.9591952064980314
122,88,4.9647546042843924
123,88,4.9703140020707535
124,88,4.9758733998571145
125,88,4.9814327976434747
126,88,4.9869921954298357
127,88,4.9925515932161977
128,88,4.9981109910025578
129,88,5.0036703887889189
130,88,5.0092297865752791
131,88,5.0147891843616401
132,88,5.0203485821480021
133,88,5.0259079799343622
134,88,5.0314673777207233
135,88,5.0370267755070834
136,88,5.0425861732934445
137,88,5.0481455710798064
138,88,5.0537049688661666
139,88,5.0592643666525277
140,88,5.0648237644388878
141,88,5.0703831622252489
142,88,5.0759425600116108
143,88,5.081501957797971
144,88,5.087061355584332
145,88,5.0926207533706922
146,88,5.0981801511570533
147,88,5.1037395489434152
148,88,5.1092989467297754
149,88,5.1148583445161364
150,88,5.1204177423024966
151,88,5.1259771400888576
152,88,5.1315365378752196
153,88,5.1370959356615797
154,88,5.1426553334479408
155,88,5.148214731234301
156,88,5.153774129020662
157,88,5.159333526807024
158,88,5.1648929245933841
159,88,5.1704523223797452
160,88,5.1760117201661053
161,88,5.1815711179524673
162,88,5.1871305157388283
163,88,5.1926899135251885
164,88,5.1982493113115495
165,88,5.2038087090979097
166,88,5.2093681068842717
167,88,5.2149275046706327
168,88,5.2204869024569929
169,88,5.2260463002433539
170,88,5.2316056980297159
171,88,5.237165095816076
172,88,5.2427244936024371
173,88,5.2482838913887973
174,88,5.2538432891751583
175,88,5.2594026869615202
176,88,5.2649620847478804
177,88,5.2705214825342415
178,88,5.2760808803206016
179,88,5.2816402781069627
180,88,5.2871996758933246
181,88,5.2927590736796848
182,88,5.2983184714660458
183,88,5.303877869252406
184,88,5.3094372670387671
185,88,5.314996664825129
186,88,5.3205560626114892
187,88,5.3261154603978502
188,88,5.3316748581842104
189,88,5.3372342559705714
190,88,5.3427936537569334
191,88,5.3483530515432935
192,88,5.3539124493296546
193,88,5.3594718471160148
194,88,5.3650312449023758
195,88,5.3705906426887378
196,88,5.3761500404750979
197,88,5.381709438261459
198,88,5.3872688360478191
199,88,5.3928282338341811
200,88,5.3983876316205421
201,88,5.4039470294069023
202,88,5.4095064271932634
203,88,5.4150658249796244
204,88,5.4206252227659846
205,88,5.4261846205523465
206,88,5.4317440183387067
207,88,5.4373034161250677
208,88,5.4428628139114288
209,88,5.4484222116977898
210,88,5.4539816094841509
211,88,5.4595410072705111
212,88,5.4651004050568721
213,88,5.4706598028432332
214,88,5.4762192006295942
215,88,0
216,88,0
217,88,0
218,88,0
219,88,0
220,88,0
221,88,0
222,88,0
223,88,0
224,88,0
225,88,0
226,88,0
227,88,0
228,88,0
229,88,0
230,88,0
231,88,0
232,88,0
233,88,0
234,88,0
235,88,0
236,88,0
237,88,0
238,88,0
239,88,0
240,88,0
241,88,0
242,88,0
243,88,0
244,88,0
245,88,0
246,88,0
247,88,0
248,88,0
249,88,0
250,88,0
251,88,0
252,88,0
253,88,0
1,89,4.2920674721347254
2,89,4.2976529703801774
3,89,4.3032384686256293
4,89,4.3088239668710813
5,89,4.3144094651165323
6,89,4.3199949633619843
7,89,4.3255804616074363
8,89,4.3311659598528882
9,89,4.3367514580983393
10,89,4.3423369563437912
11,89,4.3479224545892432
12,89,4.3535079528346952
13,89,4.3590934510801462
14,89,4.3646789493255982
15,89,4.3702644475710501
16,89,4.3758499458165021
17,89,4.3814354440619541
18,89,4.387020942307406
19,89,4.392606440552858
20,89,4.3981919387983091
21,89,4.403777437043761
22,89,4.409362935289213
23,89,4.414948433534664
24,89,4.420533931780116
25,89,4.426119430025568
26,89,4.4317049282710199
27,89,4.4372904265164719
28,89,4.4428759247619238
29,89,4.4484614230073749
30,89,4.4540469212528269
31,89,4.4596324194982788
32,89,4.4652179177437308
33,89,4.4708034159891827
34,89,4.4763889142346338
35,89,4.4819744124800858
36,89,4.4875599107255377
37,89,4.4931454089709897
38,89,4.4987309072164408
39,89,4.5043164054618936
40,89,4.5099019037073447
41,89,4.5154874019527957
42,89,4.5210729001982486
43,89,4.5266583984436997
44,89,4.5322438966891525
45,89,4.5378293949346036
46,89,4.5434148931800555
47,89,4.5490003914255075
48,89,4.5545858896709595
49,89,4.5601713879164105
50,89,4.5657568861618625
51,89,4.5713423844073144
52,89,4.5769278826527664
53,89,4.5825133808982184
54,89,4.5880988791436694
55,89,4.5936843773891223
56,89,4.5992698756345733
57,89,4.6048553738800244
58,89,4.6104408721254773
59,89,4.6160263703709283
60,89,4.6216118686163803
61,89,4.6271973668618323
62,89,4.6327828651072842
63,89,4.6383683633527362
64,89,4.6439538615981872
65,89,4.6495393598436392
66,89,4.6551248580890912
67,89,4.6607103563345431
68,89,4.6662958545799942
69,89,4.671881352825447
70,89,4.6774668510708981
71,89,4.6830523493163509
72,89,4.688637847561802
73,89,4.6942233458072531
74,89,4.6998088440527059
75,89,4.705394342298157
76,89,4.710979840543609
77,89,4.7165653387890609
78,89,4.7221508370345129
79,89,4.727736335279964
80,89,4.7333218335254168
81,89,4.7389073317708679
82,89,4.7444928300163189
83,89,4.7500783282617718
84,89,4.7556638265072229
85,89,4.7612493247526757
86,89,4.7668348229981268
87,89,4.7724203212435787
88,89,4.7780058194890307
89,89,4.7835913177344818
90,89,4.7891768159799337
91,89,4.7947623142253857
92,89,4.8003478124708376
93,89,4.8059333107162887
94,89,4.8115188089617416
95,89,4.8171043072071926
96,89,4.8226898054526446
97,89,4.8282753036980965
98,89,4.8338608019435476
99,89,4.8394463001890005
100,89,4.8450317984344515
101,89,4.8506172966799035
102,89,4.8562027949253554
103,89,4.8617882931708074
104,89,4.8673737914162585
105,89,4.8729592896617104
106,89,4.8785447879071624
107,89,4.8841302861526144
108,89,4.8897157843980663
109,89,4.8953012826435174
110,89,4.9008867808889702
111,89,4.9064722791344213
112,89,4.9120577773798733
113,89,4.9176432756253252
114,89,4.9232287738707763
115,89,4.9288142721162291
116,89,4.9343997703616802
117,89,4.9399852686071322
118,89,4.9455707668525841
119,89,4.9511562650980352
120,89,4.9567417633434872
121,89,4.9623272615889391
122,89,4.9679127598343911
123,89,4.9734982580798421
124,89,4.979083756325295
125,89,4.9846692545707461
126,89,4.9902547528161989
127,89,4.99584025106165
128,89,5.001425749307101
129,89,5.0070112475525539
130,89,5.012596745798005
131,89,5.0181822440434569
132,89,5.0237677422889089
133,89,5.0293532405343608
134,89,5.0349387387798119
135,89,5.0405242370252648
136,89,5.0461097352707158
137,89,5.0516952335161669
138,89,5.0572807317616197
139,89,5.0628662300070708
140,89,5.0684517282525237
141,89,5.0740372264979747
142,89,5.0796227247434258
143,89,5.0852082229888786
144,89,5.0907937212343297
145,89,5.0963792194797817
146,89,5.1019647177252336
147,89,5.1075502159706856
148,89,5.1131357142161367
149,89,5.1187212124615895
150,89,5.1243067107070406
151,89,5.1298922089524925
152,89,5.1354777071979445
153,89,5.1410632054433956
154,89,5.1466487036888484
155,89,5.1522342019342995
156,89,5.1578197001797514
157,89,5.1634051984252034
158,89,5.1689906966706554
159,89,5.1745761949161073
160,89,5.1801616931615584
161,89,5.1857471914070103
162,89,5.1913326896524623
163,89,5.1969181878979143
164,89,5.2025036861433653
165,89,5.2080891843888182
166,89,5.2136746826342693
167,89,5.2192601808797212
168,89,5.2248456791251732
169,89,5.2304311773706242
170,89,5.2360166756160771
171,89,5.2416021738615282
172,89,5.2471876721069801
173,89,5.2527731703524321
174,89,5.2583586685978831
175,89,5.2639441668433351
176,89,5.2695296650887871
177,89,5.275115163334239
178,89,5.2807006615796901
179,89,5.2862861598251429
180,89,5.291871658070594
181,89,5.2974571563160469
182,89,5.3030426545614979
183,89,5.308628152806949
184,89,5.3142136510524018
185,89,5.3197991492978529
186,89,5.3253846475433049
187,89,5.3309701457887568
188,89,5.3365556440342088
189,89,5.3421411422796599
190,89,5.3477266405251127
191,89,5.3533121387705638
192,89,5.3588976370160148
193,89,5.3644831352614677
194,89,5.3700686335069188
195,89,5.3756541317523716
196,89,5.3812396299978227
197,89,5.3868251282432738
198,89,5.3924106264887266
199,89,5.3979961247341777
200,89,5.4035816229796296
201,89,5.4091671212250816
202,89,5.4147526194705335
203,89,5.4203381177159855
204,89,5.4259236159614375
205,89,5.4315091142068885
206,89,5.4370946124523405
207,89,5.4426801106977925
208,89,5.4482656089432435
209,89,5.4538511071886964
210,89,5.4594366054341474
211,89,5.4650221036795994
212,89,5.4706076019250514
213,89,5.4761931001705033
214,89,0
215,89,0
216,89,0
217,89,0
218,89,0
219,89,0
220,89,0
221,89,0
222,89,0
223,89,0
224,89,0
225,89,0
226,89,0
227,89,0
228,89,0
229,89,0
230,89,0
231,89,0
232,89,0
233,89,0
234,89,0
235,89,0
236,89,0
237,89,0
238,89,0
239,89,0
240,89,0
241,89,0
242,89,0
243,89,0
244,89,0
245,89,0
246,89,0
247,89,0
248,89,0
249,89,0
250,89,0
251,89,0
252,89,0
253,89,0
1,90,4.2920674721347254
2,90,4.2976793170700143
3,90,4.3032911620053031
4,90,4.308903006940592
5,90,4.3145148518758809
6,90,4.3201266968111698
7,90,4.3257385417464587
8,90,4.3313503866817467
9,90,4.3369622316170364
10,90,4.3425740765523244
11,90,4.3481859214876133
12,90,4.3537977664229022
13,90,4.3594096113581911
14,90,4.3650214562934799
15,90,4.3706333012287688
16,90,4.3762451461640577
17,90,4.3818569910993466
18,90,4.3874688360346354
19,90,4.3930806809699243
20,90,4.3986925259052123
21,90,4.4043043708405021
22,90,4.4099162157757901
23,90,4.4155280607110798
24,90,4.4211399056463678
25,90,4.4267517505816576
26,90,4.4323635955169456
27,90,4.4379754404522345
28,90,4.4435872853875233
29,90,4.4491991303228122
30,90,4.4548109752581011
31,90,4.46042282019339
32,90,4.4660346651286789
33,90,4.4716465100639677
34,90,4.4772583549992557
35,90,4.4828701999345455
36,90,4.4884820448698344
37,90,4.4940938898051233
38,90,4.4997057347404112
39,90,4.5053175796757001
40,90,4.5109294246109899
41,90,4.5165412695462779
42,90,4.5221531144815668
43,90,4.5277649594168556
44,90,4.5333768043521454
45,90,4.5389886492874334
46,90,4.5446004942227223
47,90,4.5502123391580112
48,90,4.5558241840932991
49,90,4.5614360290285889
50,90,4.5670478739638778
51,90,4.5726597188991658
52,90,4.5782715638344547
53,90,4.5838834087697435
54,90,4.5894952537050333
55,90,4.5951070986403213
56,90,4.6007189435756102
57,90,4.6063307885108991
58,90,4.6119426334461879
59,90,4.6175544783814768
60,90,4.6231663233167657
61,90,4.6287781682520546
62,90,4.6343900131873434
63,90,4.6400018581226323
64,90,4.6456137030579212
65,90,4.6512255479932092
66,90,4.6568373929284981
67,90,4.6624492378637878
68,90,4.6680610827990767
69,90,4.6736729277343647
70,90,4.6792847726696536
71,90,4.6848966176049425
72,90,4.6905084625402313
73,90,4.6961203074755202
74,90,4.7017321524108091
75,90,4.7073439973460971
76,90,4.7129558422813869
77,90,4.7185676872166757
78,90,4.7241795321519646
79,90,4.7297913770872526
80,90,4.7354032220225424
81,90,4.7410150669578313
82,90,4.7466269118931201
83,90,4.7522387568284081
84,90,4.757850601763697
85,90,4.7634624466989868
86,90,4.7690742916342748
87,90,4.7746861365695636
88,90,4.7802979815048525
89,90,4.7859098264401405
90,90,4.7915216713754303
91,90,4.7971335163107192
92,90,4.802745361246008
93,90,4.808357206181296
94,90,4.8139690511165858
95,90,4.8195808960518747
96,90,4.8251927409871627
97,90,4.8308045859224515
98,90,4.8364164308577413
99,90,4.8420282757930302
100,90,4.8476401207283182
101,90,4.8532519656636071
102,90,4.8588638105988959
103,90,4.8644756555341848
104,90,4.8700875004694737
105,90,4.8756993454047626
106,90,4.8813111903400515
107,90,4.8869230352753394
108,90,4.8925348802106292
109,90,4.8981467251459181
110,90,4.9037585700812061
111,90,4.909370415016495
112,90,4.9149822599517847
113,90,4.9205941048870736
114,90,4.9262059498223616
115,90,4.9318177947576505
116,90,4.9374296396929402
117,90,4.9430414846282282
118,90,4.9486533295635171
119,90,4.954265174498806
120,90,4.959877019434094
121,90,4.9654888643693837
122,90,4.9711007093046726
123,90,4.9767125542399615
124,90,4.9823243991752495
125,90,4.9879362441105384
126,90,4.9935480890458281
127,90,4.9991599339811161
128,90,5.004771778916405
129,90,5.0103836238516939
130,90,5.0159954687869837
131,90,5.0216073137222716
132,90,5.0272191586575605
133,90,5.0328310035928494
134,90,5.0384428485281383
135,90,5.0440546934634272
136,90,5.049666538398716
137,90,5.0552783833340049
138,90,5.0608902282692929
139,90,5.0665020732045827
140,90,5.0721139181398716
141,90,5.0777257630751595
142,90,5.0833376080104484
143,90,5.0889494529457373
144,90,5.0945612978810271
145,90,5.1001731428163151
146,90,5.1057849877516039
147,90,5.1113968326868928
148,90,5.1170086776221817
149,90,5.1226205225574706
150,90,5.1282323674927595
151,90,5.1338442124280474
152,90,5.1394560573633372
153,90,5.1450679022986261
154,90,5.150679747233915
155,90,5.156291592169203
156,90,5.1619034371044918
157,90,5.1675152820397816
158,90,5.1731271269750705
159,90,5.1787389719103585
160,90,5.1843508168456474
161,90,5.1899626617809362
162,90,5.1955745067162251
163,90,5.201186351651514
164,90,5.2067981965868029
165,90,5.2124100415220909
166,90,5.2180218864573806
167,90,5.2236337313926695
168,90,5.2292455763279584
169,90,5.2348574212632464
170,90,5.2404692661985361
171,90,5.246081111133825
172,90,5.251692956069113
173,90,5.2573048010044019
174,90,5.2629166459396908
175,90,5.2685284908749805
176,90,5.2741403358102685
177,90,5.2797521807455574
178,90,5.2853640256808463
179,90,5.2909758706161343
180,90,5.296587715551424
181,90,5.3021995604867129
182,90,5.3078114054220018
183,90,5.3134232503572898
184,90,5.3190350952925796
185,90,5.3246469402278684
186,90,5.3302587851631564
187,90,5.3358706300984453
188,90,5.3414824750337351
189,90,5.347094319969024
190,90,5.3527061649043119
191,90,5.3583180098396008
192,90,5.3639298547748897
193,90,5.3695416997101786
194,90,5.3751535446454675
195,90,5.3807653895807563
196,90,5.3863772345160443
197,90,5.3919890794513332
198,90,5.397600924386623
199,90,5.4032127693219119
200,90,5.4088246142571998
201,90,5.4144364591924887
202,90,5.4200483041277776
203,90,5.4256601490630665
204,90,5.4312719939983554
205,90,5.4368838389336442
206,90,5.442495683868934
207,90,5.448107528804222
208,90,5.4537193737395109
209,90,5.4593312186747998
210,90,5.4649430636100877
211,90,5.4705549085453775
212,90,5.4761667534806664
213,90,0
214,90,0
215,90,0
216,90,0
217,90,0
218,90,0
219,90,0
220,90,0
221,90,0
222,90,0
223,90,0
224,90,0
225,90,0
226,90,0
227,90,0
228,90,0
229,90,0
230,90,0
231,90,0
232,90,0
233,90,0
234,90,0
235,90,0
236,90,0
237,90,0
238,90,0
239,90,0
240,90,0
241,90,0
242,90,0
243,90,0
244,90,0
245,90,0
246,90,0
247,90,0
248,90,0
249,90,0
250,90,0
251,90,0
252,90,0
253,90,0
1,91,4.2920674721347254
2,91,4.2976793170700143
3,91,4.3032911620053031
4,91,4.308903006940592
5,91,4.3145148518758809
6,91,4.3201266968111698
7,91,4.3257385417464587
8,91,4.3313503866817467
9,91,4.3369622316170364
10,91,4.3425740765523244
11,91,4.3481859214876133
12,91,4.3537977664229022
13,91,4.3594096113581911
14,91,4.3650214562934799
15,91,4.3706333012287688
16,91,4.3762451461640577
17,91,4.3818569910993466
18,91,4.3874688360346354
19,91,4.3930806809699243
20,91,4.3986925259052123
21,91,4.4043043708405021
22,91,4.4099162157757901
23,91,4.4155280607110798
24,91,4.4211399056463678
25,91,4.4267517505816576
26,91,4.4323635955169456
27,91,4.4379754404522345
28,91,4.4435872853875233
29,91,4.4491991303228122
30,91,4.4548109752581011
31,91,4.46042282019339
32,91,4.4660346651286789
33,91,4.4716465100639677
34,91,4.4772583549992557
35,91,4.4828701999345455
36,91,4.4884820448698344
37,91,4.4940938898051233
38,91,4.4997057347404112
39,91,4.5053175796757001
40,91,4.5109294246109899
41,91,4.5165412695462779
42,91,4.5221531144815668
43,91,4.5277649594168556
44,91,4.5333768043521454
45,91,4.5389886492874334
46,91,4.5446004942227223
47,91,4.5502123391580112
48,91,4.5558241840932991
49,91,4.5614360290285889
50,91,4.5670478739638778
51,91,4.5726597188991658
52,91,4.5782715638344547
53,91,4.5838834087697435
54,91,4.5894952537050333
55,91,4.5951070986403213
56,91,4.6007189435756102
57,91,4.6063307885108991
58,91,4.6119426334461879
59,91,4.6175544783814768
60,91,4.6231663233167657
61,91,4.6287781682520546
62,91,4.6343900131873434
63,91,4.6400018581226323
64,91,4.6456137030579212
65,91,4.6512255479932092
66,91,4.6568373929284981
67,91,4.6624492378637878
68,91,4.6680610827990767
69,91,4.6736729277343647
70,91,4.6792847726696536
71,91,4.6848966176049425
72,91,4.6905084625402313
73,91,4.6961203074755202
74,91,4.7017321524108091
75,91,4.7073439973460971
76,91,4.7129558422813869
77,91,4.7185676872166757
78,91,4.7241795321519646
79,91,4.7297913770872526
80,91,4.7354032220225424
81,91,4.7410150669578313
82,91,4.7466269118931201
83,91,4.7522387568284081
84,91,4.757850601763697
85,91,4.7634624466989868
86,91,4.7690742916342748
87,91,4.7746861365695636
88,91,4.7802979815048525
89,91,4.7859098264401405
90,91,4.7915216713754303
91,91,4.7971335163107192
92,91,4.802745361246008
93,91,4.808357206181296
94,91,4.8139690511165858
95,91,4.8195808960518747
96,91,4.8251927409871627
97,91,4.8308045859224515
98,91,4.8364164308577413
99,91,4.8420282757930302
100,91,4.8476401207283182
101,91,4.8532519656636071
102,91,4.8588638105988959
103,91,4.8644756555341848
104,91,4.8700875004694737
105,91,4.8756993454047626
106,91,4.8813111903400515
107,91,4.8869230352753394
108,91,4.8925348802106292
109,91,4.8981467251459181
110,91,4.9037585700812061
111,91,4.909370415016495
112,91,4.9149822599517847
113,91,4.9205941048870736
114,91,4.9262059498223616
115,91,4.9318177947576505
116,91,4.9374296396929402
117,91,4.9430414846282282
118,91,4.9486533295635171
119,91,4.954265174498806
120,91,4.959877019434094
121,91,4.9654888643693837
122,91,4.9711007093046726
123,91,4.9767125542399615
124,91,4.9823243991752495
125,91,4.9879362441105384
126,91,4.9935480890458281
127,91,4.9991599339811161
128,91,5.004771778916405
129,91,5.0103836238516939
130,91,5.0159954687869837
131,91,5.0216073137222716
132,91,5.0272191586575605
133,91,5.0328310035928494
134,91,5.0384428485281383
135,91,5.0440546934634272
136,91,5.049666538398716
137,91,5.0552783833340049
138,91,5.0608902282692929
139,91,5.0665020732045827
140,91,5.0721139181398716
141,91,5.0777257630751595
142,91,5.0833376080104484
143,91,5.0889494529457373
144,91,5.0945612978810271
145,91,5.1001731428163151
146,91,5.1057849877516039
147,91,5.1113968326868928
148,91,5.1170086776221817
149,91,5.1226205225574706
150,91,5.1282323674927595
151,91,5.1338442124280474
152,91,5.1394560573633372
153,91,5.1450679022986261
154,91,5.150679747233915
155,91,5.156291592169203
156,91,5.1619034371044918
157,91,5.1675152820397816
158,91,5.1731271269750705
159,91,5.1787389719103585
160,91,5.1843508168456474
161,91,5.1899626617809362
162,91,5.1955745067162251
163,91,5.201186351651514
164,91,5.2067981965868029
165,91,5.2124100415220909
166,91,5.2180218864573806
167,91,5.2236337313926695
168,91,5.2292455763279584
169,91,5.2348574212632464
